item,wording,b_alone,p_alone,b_net,p_net,N,q_alone,q_net,scan
Q65B,Which of these do you see as the more important ci,0.008816406364181791,0.7356370662896426,0.03385430554924492,0.3342708297605274,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q66A,Your ballot not being counted.,0.09646892810894443,0.3059270644787819,0.03603856725899298,0.5780399272509823,721,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q66B,People gathering near polling places in an attempt,0.03819895479919998,0.17587555408155178,0.03630712124094992,0.24451721716757746,720,0.7579027527773784,0.9169395643784155,"YEAR 2, frozen match"
Q66C,"Being personally confronted, followed, or recorded",0.11120769716049189,0.04056170807555494,0.10370546971851756,0.056107528644954587,722,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q66D,"Ballots not being properly handled, counted, or se",0.055816424695449104,0.3405765155271916,0.012754878601750586,0.8041079400660621,722,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q66E,Political leaders pressuring election officials to,0.016600063878001427,0.7830319281686366,0.0098619473686591,0.8667935633422363,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q66F,Not having the information you need to make a well,0.06911110484209936,0.18767115783058894,0.08629732827327204,0.1795288259718563,722,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q67A,"Gerrymandering, or changing voting district bounda",-0.028333257275170658,0.17479524940028407,-0.03216544735844534,0.2064236900826692,720,0.7579027527773784,0.9031036441116778,"YEAR 2, frozen match"
Q67B,"Expanding government involvement in healthcare, ho",0.10558520947355893,0.4243558360145555,0.08897451003871841,0.4443297685140995,720,0.8993174949360347,0.9690701743187426,"YEAR 2, frozen match"
Q67C,People who are ineligible to vote casting ballots ,0.05149029283068987,0.2961832921759283,0.01655237474162456,0.7701238252798794,720,0.8758447839091986,0.9690701743187426,"YEAR 2, frozen match"
Q67D,"Wealthy people or organizations making large, anon",0.015507917019691054,0.6222804614721509,0.010472554182629486,0.7434576658606019,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q67E,Political leaders taking actions they know are pos,-0.010066972391776643,0.8312341692029561,-0.04394308010730754,0.4568440901980039,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q67F,"People being harmed by federal agents, military, o",-0.006773622471839543,0.8925655648268377,0.024052594808004077,0.7259120599454283,721,0.96138090506876,0.9690701743187426,"YEAR 2, frozen match"
Q68,"How concerned, if at all, are you that political l",-0.034122337410508796,0.48632284292339745,-0.03396641610004968,0.5260413142936489,720,0.9118553304813702,0.9690701743187426,"YEAR 2, frozen match"
Q69,"How concerned, if at all, are you that people like",0.05786839874541912,0.45383543640449897,0.004978350634098128,0.925806969346009,722,0.8993174949360347,0.9690701743187426,"YEAR 2, frozen match"
Q70A,The U.S. government should declare America a Chris,0.06143194877473365,0.07346810877408592,0.054685788030672054,0.08412120680249217,722,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q70B,Being Christian is an important part of being trul,0.07490660450783387,0.05301770040737299,0.06334037350636909,0.05026699382236562,721,0.7579027527773784,0.8870910350083125,"YEAR 2, frozen match"
Q71,Thinking only about the city or town where you liv,0.0034586938225945746,0.9500443420371574,0.0029659948954440865,0.9576035592116194,722,0.962560307591397,0.9690701743187426,"YEAR 2, frozen match"
